Unnamed: 0,Document,Summary,Dataset
688,"Sáng N 16/6 , hàng chục nghìn con cá rô N phi phơi V bụng N trắng A khắp A mặt N hồ N điều tiết N Thạc Gián và Vĩnh Trung ( quận N Thanh Khê , Đà Nẵng ) . Mùi N tanh hôi N bốc V lên V khiến V người dân N không thể đi V dạo V hay tập thể dục V như thường ngày N . Công nhân V liên tục A vớt V cá N , bỏ V vào thùng rác N nhưng đến gần A 11 h N vẫn chưa thể gom V hết . Cán bộ N Trung tâm N quan trắc N đã tới V lấy V mẫu N nước N xét nghiệm V . Công nhân N thu gom V cá N chết V tại hồ N Vĩnh Trung sáng N 16/6 . Theo V ông Mai Mã , Giám đốc N Công ty N Thoát V nước N và Xử lý V nước thải N Đà Nẵng , kết quả N phân tích V mẫu N nước N cho V thấy V nguyên nhân N cá N chết V do thiếu V oxy . Hai hồ N điều tiết N cũng bị V ô nhiễm V . "" Có V cống N bao N , nhưng vì không kiểm soát V hết V được nên nước thải V sinh hoạt N đã chảy V tràn V từ hệ thống N thu gom V chung V vào hồ N điều tiết N , dẫn V đến V ô nhiễm V hồ N "" , ông Mã nói V . Từ ngày N 11/6 , hồ N điều tiết N bắt đầu V xuất hiện V cá N chết V . Đến V tối N 15/6 N , công nhân N thu gom V được gần A 2 tấn cá N . "" Hôm qua N trời N mưa V , đảo N khí N nên sáng N nay cá N tiếp tục V chết V và số lượng N nhiều A nhất từ trước N đến nay "" , ông Mã nói V thêm . Công ty N Thoát V nước N và Xử lý V nước thải N Đà Nẵng đang cho V rải V hóa chất N để xử lý V mùi N hôi N . Về V lâu dài A , đơn vị N sẽ tham mưu V thành phố N đầu tư V công nghệ N xử lý V cho các hồ N điều tiết N . Hồ N Thạc Gián và Vĩnh Trung nằm V hai bên N đường N Hàm Nghi , điều tiết N mưa V để giảm V ngập V cho các tuyến N đường N Hàm Nghi , Hùng Vương , Nguyễn Văn Linh ... Xung quanh N hồ N có V lối N đi V bộ N , khu vực N giải trí V cho người N dân N . Tháng N 3 , ông Huỳnh Uy Dũng , Chủ tịch N HĐQT Công ty N cổ phần N Đại Nam , đã đề xuất V thí điểm N xử lý V ô nhiễm V nước N tại hồ N Thạc Gián và Vĩnh Trung bằng công nghệ N vi sinh N . Dự án N sau N đó không được V triển khai V vì doanh nghiệp N và chính quyền N không tìm V được tiếng N nói chung . ","Kết quả phân tích mẫu nước cho thấy nguyên nhân cá chết ở hồ điều tiết Vĩnh Trung và Hàm Nghi là thiếu oxy , nước ô nhiễm .",vietnews
689,"Trưa N 18-1 , UBND huyện N Bến Lức ( Long An ) cho V biết V đoàn kiểm tra V liên ngành N huyện N hiện N đang phối hợp V cùng A UBND xã N Thạnh Đức đã đến V Trường N tiểu học N Thạnh Đức kiểm tra V nguồn N thức ăn N cung cấp V cho học sinh N , làm V rõ A nguyên nhân N hàng loạt N học sinh N có V biểu hiện ngộ độc N , phải V đưa V đi V Bệnh viện N đa khoa N Long An theo dõi V , điều trị V . Sáng N cùng A ngày N , học sinh khối V lớp N 2 và lớp N 3 ăn V sáng N tại căngtin nhà trường N , sau N đó lên lớp V thì thầy cô chủ nhiệm N phát hiện V nhiều A em N có V biểu hiện N bất thường A như chóng mặt V , nôn V ói N , đi V vệ sinh V nhiều A lần N do bị V tiêu chảy V . Nghi N học sinh N bị V ngộ độc V thực phẩm N , ban giám hiệu V trường N đưa V trên N 50 học sinh N đi V Bệnh viện N đa khoa N Long An khám V và điều trị V . Một N phụ huynh N có V con N học V tại đây cho V biết V chiều N 17-1 , nhiều A em N khi N cha mẹ N rước V về đã có V biểu hiện N bất thường A như no A hơi N , đau V bụng N kéo dài V , nôn N ói V , nhưng gia đình N cho V rằng các em N chỉ mệt mỏi A . Sáng N 18-1 , vào trường N ăn V tại căngtin N , nhiều A em N khối V lớp N 2 , N và lớp N 3 lại tiếp tục V có V dấu hiệu N bị V ngộ độc V nặng A hơn A . Đơn vị N cung cấp V thức ăn N cho học sinh N trường N này hiện N ở huyện N Bến Lức . "" Đoàn kiểm tra V huyện N đã lấy V mẫu thức ăn N tại căngtin N cùng A số N thực phẩm N trưa N chưa sử dụng V để phối hợp V làm V rõ A nguyên nhân N các em N bị V ngộ độc V "" , đại diện N nhà trường N cho V biết V . ",Trường Thạnh Đức ( Long An ) đã tổ chức 3 chuyến xe đưa số học sinh nghi bị ngộ độc thức ăn đến bệnh viện cấp cứu . Hiện đoàn kiểm tra liên ngành đã vào cuộc để làm rõ .,vietnews
690,"Bộ Tài nguyên và Môi trường N vừa đề nghị V Bộ N Công an N chỉ đạo V các đơn vị N chức năng N xác định V rõ A thông tin N liên quan V đến vụ N phóng sinh V cá chim N trắng A ra V sông N Hồng ; xử lý V theo V quy định N đối với trách nhiệm N tổ chức V , cá nhân N vi phạm V pháp luật N . Trước N đó ngày N 5/2 , tại bến N sông N trước cửa đình N làng N Bát Tràng ( Hà Nội ) , hàng nghìn người N đã đổ V về tham gia V lễ N phóng sinh V nhiều A tấn cá N , trong đó có V loại N cá chim trắng N - loài N ngoại lai V được V cho V là có V nguy cơ N xâm hại V . Nhiều N nhà N nghiên cứu V đưa V ra V cảnh báo V vì loài N này ăn tạp N , hung dữ N , chúng sẽ đe dọa V các loài N bản địa N . Tuy nhiên , đại diện N Chi cục N thủy sản V Hà Nội lại khẳng định V cá chim trắng V trên được V phép N sản xuất V , kinh doanh V , nó không ảnh hưởng V đến môi trường sinh thái và không ăn V thịt N các loài N khác A . Loài V cá chim trắng N . "" Việc N chưa thống nhất V về nguồn gốc N , chủng loại N , khối lượng N cá N được V phóng sinh N đang gây V hoang mang V trong dư luận N và người N dân N về ảnh hưởng V của việc N phóng sinh V các loài N ngoại A lại V vào môi trường N tự nhiên A "" , Bộ N Tài nguyên N nêu V quan điểm N và đề nghị V các bộ N ngành N , địa phương N chỉ đạo V việc N quản lý V loài N ngoại lai V xâm hại N và loài V ngoại lai N có V nguy cơ N xâm hại V nhằm V bảo tồn V đa dạng sinh học N trên phạm vi N toàn quốc N . Các quy định N pháp luật N liên quan V sinh vật N ngoại lai ","Liên quan tới việc phóng sinh cá chim trắng là sinh vật ngoại lai với số lượng lớn vào tự nhiên ở Hà Nội , Bộ Tài nguyên đã đề nghị Bộ Công an vào cuộc để làm rõ thông tin .",vietnews
691,"Một người N tham dự V Lễ hội N Diều Quốc tế V tại Ấn Độ . Cảnh sát N Ấn Độ hôm qua N cho V hay V bé N gái N Sanchi Goyal , 3 tuổi N , đang cùng A bố mẹ N đi V chơi V ở New Delhi hôm N 15/8 thì bị V một chiếc dây N diều N sắc V cắt V ở cổ N khi N đang thò V đầu ra N ngoài cửa sổ N trời N của xe hơi N . Theo V NY Daily News , trong một vụ việc N khác A , nạn nhân N 4 tuổi N được xác định V là Harry cũng tử vong V theo V cách N tương tự A khi N thò V đầu ra N khỏi V xe N . Nạn nhân N thứ N ba , Jafar Khan , 22 tuổi N , ngã V khỏi V xe máy N đang lái V vì bị V một dây N diều N quấn V quanh N cổ N . Khan N bị V chấn thương V ở đầu N và tử vong V sau N đó , cha anh N cho V hay V . Các vụ N tai nạn N chết V người N xảy V ra V vào Ngày N Quốc khánh của Ấn Độ , khi N nhiều A người dân N ở khắp A New Delhi tham gia V vào các cuộc N thi V thả V diều N . Các thí sinh N thường cố gắng V hạ V diều N của đối thủ N bằng những chiếc dây N sắc N như dao cạo N . Loại N dây N này có V tên N là V manjha N , được V nhập khẩu V từ Trung Quốc và hầu như khó A nhìn V thấy V bằng mắt N thường vì được V tráng V thủy tinh N . Sau N các vụ việc N trên N , chính quyền N New Delhi đã ra lệnh cấm V bán V các dây N diều N bọc V thủy tinh N , dù sản phẩm N này thực tế N vẫn xuất hiện V rộng rãi A trong các cửa hàng N khắp A Ấn Độ . 5 V ngày N trước N đó , tổ chức V quyền N động vật N PETA cũng đệ V đơn N kiện V lên V Tòa án N Xanh Quốc gia N Ấn Độ , kêu gọi V cấm V ngay lập tức việc N bán V dây N diều V trước lễ N Quốc khánh V . "" Manjha là V một mối N đe dọa V đến an toàn A công cộng A , đe dọa V đến tính mạng N của con người N và loài V chim N "" , PETA viết V trong một thông cáo N hôm N 10/8 . Anh N Ngọc ",Hai trẻ em và một nam thanh niên Ấn Độ tử vong sau khi bị những sợi dây diều tráng thuỷ tinh cứa vào cổ họng .,vietnews
692,"Theo V thông tin N từ bệnh viện N , vào khoảng N 6 h N ngày N 12-8 , thai phụ N Lã Thị Yên ( 33 tuổi N , trú V tại tổ N 3 , khu N 4 , phường N Đại Yên , TP Hạ Long ) được V người nhà N đưa V vào viện N trong tình trạng N đã ngừng V thở V , ngừng V tim N , tím A tái toàn thân N và đang mang V thai N khoảng N 35 tuần N suy V thai N cấp V . Ngay N khi N nhập viện V , sản phụ N đã được V chuyển V thẳng A lên V phòng mổ N , cấp cứu V khẩn cấp A và cứu V sống V bé A gái N nặng 2,6 kg . Hiện N bé N đang tiếp tục V được V các y bác sĩ N chăm sóc V đặc biệt A tại Khoa Sơ sinh V . Bác sĩ N Nguyễn Quốc Hùng - giám đốc N Bệnh viện N Sản nhi N Quảng Ninh - cho V biết V sản phụ N Lã Thị Yên bị V tử vong V trước khi N vào V cấp cứu V tại bệnh viện N . Trước N tình hình N đó , các bác sĩ N đã khởi động V quy trình N báo động V khẩn cấp A với hy vọng N cứu V được cháu bé N . Theo V lời N kể V từ gia đình N , chị Yên bị V ngã V ở gần A nhà N , khi N mọi người N phát hiện V thì nạn nhân N đã tím tái V , ngưng V thở V , trên người N có V nhiều A xây xát N . Chiều V 12-8 N , một lãnh đạo N Công an N TPố Hạ Long , cho V biết V vào khoảng N 15 h N cùng A ngày N , đơn vị N đã khám nghiệm V tử thi N và kết luận V vụ việc N không phải V án mạng V . Theo V nhận định N ban đầu N của cơ quan chức năng N , nạn nhân N bị V tử vong V là do trượt V ngã V . ","Ngày 12-8 , các bác sĩ tại Bệnh viện Sản nhi Quảng Ninh đã báo động đỏ và kịp thời mổ cấp cứu lấy thai từ một sản phụ đã tử vong trước khi được đưa vào bệnh viện .",vietnews
693,"Báo cáo N của Bộ N Y tế N cho V thấy V , từ đầu N năm N đến nay cả nước N ghi nhận A hơn A 5 . Bệnh viện N Nhiệt đới N trung ương N rải rác A mỗi tháng N 3-4 ca N sốt xuất huyết V . Tiến sĩ Phu N lưu ý V , đỉnh N dịch V có V sự N thay đổi V , năm ngoái N dịch V sốt xuất huyết N kéo dài V đến tận tháng N 12 trong khi N mọi năm N đến tháng N 10 là bắt đầu V có V xu hướng N giảm V . Việc N dịch bệnh N có V bùng phát N hay không phụ thuộc V rất nhiều A vào ý thức N của người dân N . Bệnh N này đến nay chưa có V văcxin N phòng N và chưa có V thuốc N điều trị V đặc hiệu N , biện pháp N phòng bệnh V chủ yếu A và hiệu quả N là V diệt V muỗi N , diệt V loăng quăng N / bọ gậy V và phòng N muỗi V đốt V . Bệnh N xảy V ra V ở các nước N nằm V trong vùng N khí hậu N nhiệt đới N . Bệnh V xảy V ra V quanh năm N , nhưng thường bùng phát V thành V dịch N lớn A vào mùa N mưa N , nhất là các tháng N 7 , 8 , 9 , 10 . Việt Nam N hiện N lưu hành N 4 tuýp N virus sốt xuất huyết V , bệnh N không có V miễn dịch N chéo A nên một người N có thể mắc V nhiều A tuýp N . Miễn dịch V của bệnh N không bền vững A suốt A đời N nên người N mắc V năm N nay sang V năm N vẫn có thể mắc V lại . Bệnh nhân V sốt xuất huyết N cũng là V một nguồn N lây lan N . Để phòng bệnh V , người N dân N được V khuyến cáo V đậy V kín A tất cả dụng cụ N chứa V nước N để muỗi V không vào V đẻ trứng N . Hàng tuần N thực hiện V các biện pháp N diệt V loăng quăng N / bọ gậy V bằng cách N thả V cá N vào dụng cụ N chứa V nước lớn N ; thau N rửa V dụng cụ N chứa V nước N vừa và nhỏ A , lật úp V các dụng cụ N không chứa V nước N ; thay V nước N bình N hoa N / bình N bông N ; bỏ V muối N hoặc dầu N vào bát N nước N kê V chân N chạn N . . . Cũng theo V tiến sĩ Phu N , các dịch bệnh N khác A tương đối A ổn định A , chưa có V gì bất thường A . Từ đầu N năm N đến nay cả nước N ghi nhận A hơn A 5 . Tương tự A tại Hà Nội , các dịch bệnh N như quai bị N , thủy đậu N , rubella N đều có V xu hướng N giảm V so V với cùng A kỳ N năm ngoái N . Các V chuyên gia N khuyến cáo V với những bệnh N có V dự phòng V bằng văcxin N , người N dân N nên chủ động V đưa V con N đi V tiêm V đúng A lịch N , đủ A mũi N . Nếu N cứ thấy V có V dịch N mới đưa V con N đi V tiêm V thì không kịp A , thậm chí dẫn V đến tình trạng N thiếu V văcxin N cục bộ V . Phương Trang N . ",Hơn 3.600 ca bệnh sốt xuất huyết được phát hiện ở phía Nam trong đó 3 trường hợp tử vong từ đầu năm đến nay .,vietnews
694,"Phó chủ tịch N UBND TP. HCM Nguyễn Thị Thu vừa chấp thuận V chủ trương N tổ chức V lễ N khánh thành V Bệnh viện N Nhi đồng N TP , dự kiến V vào ngày N 1-6 . Ngoài N các công việc N liên quan V đến chuyên môn N , trang bị V kỹ thuật N cho bệnh viện N mới A , bà Nguyễn Thị Thu cũng chỉ đạo V rà soát V lại V việc N trồng V cây xanh V xung quanh N hàng rào V bệnh viện N phía N giáp V với đường N Võ Trần Chí . Trong khi N đó , Sở N Y tế V lại xin V chủ trương N điều chỉnh V thời gian N thực hiện V dự án N Bệnh viện N Ung bướu N cơ sở N 2 do nhà thầu N thi công V chậm A không đúng A theo V hợp đồng N đã ký V . UBND N TP sẽ cân nhắc V các yếu tố N và có V hình thức N xử phạt V hợp lý A , đúng A pháp luật N . Đồng thời UBND TP cũng chỉ đạo V một số công việc N cần V chuẩn bị V để công trình N hoàn thành V đưa V vào sử dụng V vào đầu N năm N 2019 . Về N dự án N Bệnh viện N Chấn thương N chỉnh hình V tại huyện N Bình Chánh , bà Nguyễn Thị Thu giao V UBND huyện N phối hợp V với các sở N ngành N có V tờ trình N xin V chủ trương N của UBND TP về V hỗ trợ V kinh phí N đền bù V giải tỏa N , kế hoạch N cưỡng chế V nếu đã vận động V hỗ trợ V nhưng vẫn không chấp hành V bàn giao V đất N theo V tiến độ N . Một vài hình ảnh N Bệnh viện N Nhi đồng N TP ( H.Bình Chánh ) chụp V chiều N 11-5 V : ","Dự kiến lễ khánh thành Bệnh viện Nhi đồng TP ( huyện Bình Chánh ) sẽ diễn ra ngày 1-6 . Trong khi đó , Bệnh viện Ung bướu cơ sở 2 tiếp tục xin gia hạn thời gian .",vietnews
695,"Bắt V taxi từ phường N Bồ Đề ( Long Biên , Hà Nội ) , vợ chồng N chị Trang đưa V cậu con trai N 4 tháng N tuổi N đến điểm N tiêm V dịch vụ N 70 Nguyễn Chí Thanh để uống V văcxin V rota N ngừa V tiêu chảy N . Các V bác sĩ N thông báo V có V văcxin N 5 trong 1 Quinvaxem N của Hàn Quốc , uống V kèm V thêm V bại liệt A đều miễn phí V và tư vấn V vợ chồng N chị nên tiêm V cho con N . Trước N đó , bé N nhà N chị mới tiêm V được V một mũi N văcxin N 5 trong 1 dịch vụ N của Pháp , thời gian N gần A đây chị nhiều A lần N gọi V điện N đến các điểm N tiêm chủng V nhưng đều không có V văcxin N . “ Bác sĩ N nói V đây là V văcxin N được V dùng V trong chương trình N tiêm chủng V mở rộng V nhưng nói V thật tiêm V xong V cho cháu cũng thấy V run V . Cháu N đầu N mình đều tiêm V văcxin N dịch vụ N ” , chị Trang nói V . Trẻ A được tiêm V miễn phí V văcxin N 5 trong 1 Quinvaxem N tại 70 Nguyễn Chí Thanh . Tiến sĩ N Nguyễn Nhật Cảm - Giám đốc N Trung tâm N y tế N Dự phòng V Hà Nội - cho V biết V , ngay sau N khi N nhận V được công văn N khẩn A của Bộ N Y tế N , trung tâm N triển khai V tiêm V miễn phí V văcxin N 5 trong 1 Quinvaxem N tại 70 Nguyễn Chí Thanh ngay trong ngày N 10/3 . Trước đây N , Hà Nội chỉ triển khai V tiêm V miễn phí V trong một ngày N nhưng nay tổ chức V thành V tuần N . "" Việc N tiêm V thay thế N này rất cần thiết A và hợp lý A , cha mẹ N không nên V trì hoãn V vì trẻ A có thể mắc V bệnh N khi N chưa được V tiêm chủng V đầy đủ A ” , tiến sĩ N Cảm nói V và cho V biết V văcxin N 5 trong 1 Quinvaxem N được cung cấp V đầy đủ A cho tất cả các trạm N y tế N . Theo V Tiến sĩ N Trần Đắc Phu , Cục trưởng N Y tế N Dự phòng V , không có V sự N khác biệt A giữa chất lượng N văcxin N dịch vụ N và văcxin V được sử dụng V trong Chương trình N Tiêm chủng V mở rộng V . Thực tế N là V hàng N năm N vẫn có V 1,6 triệu N trẻ A được tiêm V loại N văcxin N miễn phí V này , trong khi N văcxin V dịch vụ N chỉ đáp ứng V cho khoảng N 100 . Văcxin Quinvaxem N được V đưa V vào Chương trình N tiêm chủng N mở rộng V ở Việt Nam từ tháng N 6/2010 theo V diện N viện trợ N . Tháng V 5/2013 N , Bộ N Y tế N quyết định V tạm A ngừng V vì xảy V ra V một số trường hợp N phản ứng V nặng A sau N tiêm N . 5 tháng N sau N Bộ N cho phép V tiêm V lại . Việc N này gây V bức xúc A dư luận N và dẫn V đến tâm lý N chờ đợi V tiêm V văcxin N dịch vụ N , tạo V nên nguy cơ N bùng phát V dịch bệnh N ở các khu vực N này . Trong khi N đó , các văcxin N phòng bệnh V tương tự A trong chương trình N tiêm chủng N mở rộng V được V Bộ N Y tế N bảo đảm V đầy đủ A . ","Ngày 10/3 , điểm tiêm văcxin dịch vụ của Trung tâm Y tế Dự phòng ( Hà Nội ) đã triển khai tiêm văcxin 5 trong 1 trong chương trình Tiêm chủng mở rộng cho những trẻ đến tiêm văcxin dịch vụ nhưng không có .",vietnews
696,"Ủy ban N An toàn A giao thông N Quốc gia N đã tiếp nhận V thông tin N phản ánh V về vụ N tai nạn N sáng N 26/1 , tại đường N Tôn Đức Thắng , xã N An Đồng ( huyện N An Dương , Hải Phòng ) . Xe khách N của Công ty N TNHH vận tải V buýt N Hải Phòng đang lưu thông V theo V hướng N Hải Phòng - Hà Nội đã cán V phải V một phụ nữ N đi V xe máy N cùng A chiều N . Theo V cơ quan chức năng N , người phụ nữ N đang mang V thai N 7 tháng N bị V cuốn V vào bánh N ôtô N khách N , tử vong V tại chỗ A . Khoảng V 15 phút sau N tai nạn N , xe N cấp cứu V đến hiện trường N nhưng thấy V nạn nhân N được đắp V chiếu N nên họ lại rời V đi V ngay mà không kiểm tra V tình trạng N của nạn nhân N , dẫn V đến không phát hiện V thai nhi N 7 tháng N , cũng như không can thiệp V y tế N với nạn nhân N . Ủy ban N An toàn A giao thông N Quốc gia N đã đề nghị V Công an N thành phố N Hải Phòng điều tra V , làm V rõ A nguyên nhân N vụ N tai nạn N và xử lý V nghiêm A người N gây V tai nạn N . Ngoài ra , Sở N Y tế N Hải Phòng phải V xác minh V rõ A những nội dung N phản ánh V về tinh thần N , thái độ N của cán bộ N y tế N trong ca N cấp cứu V có mặt V trên xe N cứu thương N ; xử lý V trách nhiệm N nếu vi phạm V . Đoàn N Loan ",Uỷ ban An toàn giao thông Quốc gia vừa yêu cầu Sở Y tế Hải Phòng xác minh phản ánh về việc xe cấp cứu bỏ nạn nhân mang thai 7 tháng tại hiện trường vụ tai nạn .,vietnews
697,"Trao đổi V với Tuổi Trẻ Online , GS. TSKH. Nguyễn Ngọc Lung - Viện trưởng N Viện Quản lý V rừng N bền vững A và chứng chỉ V rừng N , cho V rằng từ thực tế N câu chuyện N bảo vệ V rừng N , bảo vệ V đa dạng sinh học N , có V nhiều A bài học N thất bại V , trong đó đáng V lưu ý V nhất là V việc N để mất V quá nhiều A rừng N tự nhiên A và các loài N động vật N quý hiếm V . Dù N đó là V điều N khó A tránh V , nhưng cần V lấy V bài học N của các nước N phát triển V để không lặp lại V , đó là V khi N có V kinh tế N , có V rất nhiều A tiền N những cũng không phục hồi V được V các khu N rừng N tự nhiên A , rừng N quý hiếm N "" , GS. Lung nêu V . "" Ai cũng thấy V lợi ích N trước mắt N là V bắn V được một con hổ N hay tê giác V thì sẽ có V được lợi ích N kinh tế N lớn A hơn A nhiều A so V với việc N bắt V được chúng mà thả V ra V . Vì N nhận thức V như vậy nên tiền N nào cũng bỏ V ra V mua V và nhiều A người truy V săn V cho bằng được "" , GS. Lung nêu V . Nhắc lại N chuyện N trùm N gỗ N Phượng "" râu N "" ở Đắk Nông bị V bắt V mới đây , từ đó lộ V ra V cả ngàn m3 N gỗ N quý A , GS. Theo V G S. Huỳnh , dù khẩu hiệu N bảo vệ V rừng N , bảo vệ V động vật N quý hiếm N khỏi V các nguy cơ N tuyệt chủng V luôn được V nhắc V đến V , nhưng thực tiễn N vẫn còn tư duy V nặng A về kinh tế N , xem V nhẹ việc N bảo vệ V đa dạng sinh học N , bảo vệ V các nguồn N gene N . Hay A khi N mất V một cánh N rừng N tự nhiên A ở Tây Nguyên , những giá trị N được V nhắc V đến cũng chỉ là V mất V bao nhiêu ha , bao nhiêu m3 N gỗ N mà ít A khi N nhắc V đến mất V cả hệ sinh thái N rừng N tự nhiên A , khi N đó không phải V mất V về kinh tế N nữa mà là V mất V môi trường N sống V của chính con người N "" , ông Huỳnh nói V . Theo V ông Huỳnh , từ bài học N mất V rừng N tự nhiên A , mất V dần các loài N động vật N quý hiếm V , việc N tuyên bố V đóng V cửa N rừng N là V cần thiết A và cấp bách V . "" Tuy nhiên , ở địa phương N còn rừng N tự nhiên A , còn hệ sinh thái V , đa dạng sinh học N , những người làm V khoa học N như chúng tôi mong muốn V lãnh đạo N những địa phương N này nhận thức V lại về V phát triển V kinh tế N , đừng chấp nhận V đánh đổi V môi trường N lấy V kinh tế N và hãy giữ V rừng N , giữ V đa dạng sinh học N một cách N thật sự A vì cộng đồng N , đừng vì lợi ích N kinh tế N "" , G S. Huỳnh khuyến cáo V . . ","Hai nguyên nhân chính gây mất rừng , tuyệt chủng động vật quý hiếm là do buông lỏng quản lý và tâm lý phải kiếm bằng ' đồ quý hiếm ' để hưởng thụ , theo các nhà khoa học .",vietnews
698,"Theo V đó , ông Thắng được V điều chuyển V công tác V đến Trạm N Y tế N phường N Châu Khê , thị xã N Từ Sơn từ ngày N 12/1 . Ngoài ra , ông sẽ không được V tham gia V các hoạt động N chuyên môn V trong chương trình N tiêm chủng V mở rộng V trong vòng N 3 năm N . Theo V Trung tâm N Y tế N huyện N Từ Sơn , sức khỏe N của 31 N thai phụ N hiện N không có V gì bất thường A , họ vẫn đi V làm V . Trước N đó , ngày N 20/12/2015 trong buổi N tiêm chủng V định kỳ N tại trạm N y tế N xã N Tương Giang , ông Thắng có V trách nhiệm N tiêm V văcxin N ngừa V uốn ván V cho các thai phụ N . Tuy nhiên V , ông lại tiêm V nhầm V văcxin N DPT ngừa V bạch hầu N - ho gà - uốn V vấn N , vốn chuẩn bị V sẵn A trong tủ N để chiều N cùng A ngày N tiêm V cho trẻ A . Sở N Y tế N Bắc Ninh đã thành lập V tổ N tư vấn V , theo dõi V quản lý V thai nghén V cho các thai phụ N đến khi N sinh V . Theo V Bộ N Y tế N , tiêm N DPT không ảnh hưởng V đến bà mẹ N và thai nhi V vì đây là V văcxin N bất hoạt V và không gây V dị dạng A . Phản ứng N có thể xảy V ra V là V sưng N , nóng đỏ V đau V tại vết N tiêm V . Thành phần N uốn ván V trong DPT vẫn có V tác dụng N phòng bệnh V cho thai phụ N , trẻ A sơ sinh V . Đến nay , thế giới N chưa ghi nhận V báo cáo V nào về V phản ứng V và ảnh hưởng V của văcxin N DPT cho thai phụ N và thai nhi N . Nam Phương ","Ngày 9/1 , Giám đốc Trung tâm Y tế thị xã Từ Sơn ( Bắc Ninh ) đã ký quyết định kỷ luật ông Nguyễn Quyết Thắng , Trạm phó Y tế xã Tương Giang , thị xã Từ Sơn - người tiêm nhầm văcxin cho 31 thai phụ .",vietnews
699,"Trước N đó , vào chiều N 27/4 , bệnh nhân N nữ N Đ. T.M L. ( 26 tuổi N ) , trú V xã N Đức Ninh , TP. Đồng Hới bị V tai nạn N giao thông N vào cấp cứu V tại bệnh viện N trong tình trạng N lơ mơ A , vết thương N phức tạp A ở vùng N mặt N lộ V cả xương N . Các N bác sĩ N vừa tiến hành V hồi N sức N tích cực A vừa tiến hành V một số xét nghiệm V và chụp V CT . Bệnh nhân N được V chẩn đoán V bị V đa V chấn thương V với vết thương N phức tạp A , vùng N mặt N lộ V cả xương N , đứt V mạch máu N , cơ N , đứt V lưỡi N , tổn thương N vùng N hầu họng N , gãy V di N lệch V phức tạp A xương N hàm N trên N , gãy V xương N hàm N dưới hàm N dưới N , gãy V xương đòn N trái A … Các bác sĩ N đã nhanh chóng A cấp cứu V băng N ép V vết thương N và hội chẩn N , đồng thời chuyển V mổ V cấp cứu V tái tạo V lại V khuôn mặt N cho bệnh nhân N . Sau N hơn A 5 giờ đồng hồ N với kỹ thuật N mổ V tạo hình N xương N gãy V bằng nẹp N , vít N , đồng thời xử lý V dùng V vạt N tại chỗ A tạo hình V lại khuyết V hỏng A phần mềm N , nối V cơ N mạch máu N , kíp N mổ V đã giải quyết V thành công V thẩm mỹ N và chức năng N vùng N hàm V mặt N cho bệnh nhân N . Theo V người nhà N bệnh nhân N , chị L. đang đi V xe máy N thì tự ngã V đập V mặt N xuống V vật N cứng A , sau N đó choáng N ngất V , chảy V nhiều A máu N vùng N mặt N , được V người N đi V đường N đưa V vào bệnh viện N cấp cứu V . Hiện N , tình trạng N sức khỏe V bệnh nhân N ổn định A và đang được V theo dõi V điều trị V . Bác sĩ N CKII Nguyễn Kỳ Nhân , Trưởng N khoa N Răng hàm V mặt N cho V biết V : "" Các trường hợp N bệnh nhân N nhập viện N do chấn thương N hàm V mặt N ngày càng nhiều A , có V trường hợp N rất nặng A , nếu không được V xử lý V kịp thời A , có thể tắc nghẽn V đường N hô hấp V trên do dị vật N , hay mất máu V dẫn V đến tử vong V … Vì vậy , việc N sơ cứu V đúng A cách N và đến trung tâm N y tế N kịp thời A là rất quan trọng A xử lý V chấn thương N hàm V mặt N nói riêng hay chấn thương V nói chung . Hầu hết bệnh nhân N đều cần V được V phẫu thuật V ” . Được N biết V , chỉ tính V riêng A năm N 2018 khoa N này đã phẫu thuật V cho gần A 500 trường hợp N bệnh nhân N chấn thương V hàm V mặt N . ","Ngày 28/4 , tin từ khoa răng hàm mặt , bệnh viện Hữu nghị Việt Nam - Cuba Đồng Hới , tỉnh Quảng Bình , các bác sĩ đã phẫu thuật thành công cứu sống một trường hợp bị tai nan giao thông làm dập nát toàn bộ vùng mặt .",vietnews
